Well_ID;Rec_ID;Week;Sex;Gr_size;Arena;N_comp;N_females;F1_ID;N_MTP1_1;N_RD_1;F2_ID;N_MTP1_2;N_RD_2;F3_ID;N_MTP1_3;N_RD_3;F4_ID;N_MTP1_4;N_RD_4;F5_ID;N_MTP1_5;N_RD_5;F6_ID;N_MTP1_6;N_RD_6;MatingDuration_av;Matings_number;MatingPartners_number;AttemptDuration_av;Attempts_number;AttemptPartners_number;Cop_Fe_1;Cop_Fe_2;Cop_Fe_3;Cop_Fe_4;Cop_Fe_5;Cop_Fe_6;Body_mass_mg_focal;Mass_reproducibility_mg_focal;N_contact_WT;N_contact_RD;contacts_wt_ind;contacts_rd_ind;Total_N_MTP1;Total_N_Rd;m_prop_RS;f_prop_RS;Prop_MS;Total_Encounters;Treatment;gMS;m_RS_Rd_comp;m_RS_Rd_comp_full;m_TotMatings;m_MatingDuration_av;m_Attempts_number;m_Prop_MS;m_Total_Encounters;m_RS;m_cMS;m_meanCop;m_InSuc;m_feSuc;m_PS;m_pFec;m_pFec_compl;f_TotMatings;f_MatingDuration_av;f_Attempts_number;f_Prop_MS;f_Total_Encounters;f_RS;f_cMS;f_meanCop;meanCop;f_fec_pMate
132;V22;1;M;SG;Large;2;3;590;87;0;591;0;0;592;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;132.2;10;3;29;1;1;NA;NA;NA;NA;NA;NA;1.9;NA;88;73;29.33333333;36.5;87;0;100;NA;0.909090909;11;D = 0.26;1;0;0;10;132.2;1;0.909090909;11;87;3;3.333333333;0.333333333;1;0.333333333;87;29;NA;NA;NA;NA;NA;NA;NA;NA;3.333333333;NA
133;V23;1;F;LG;Small;5;6;593;0;0;594;0;98;595;0;115;596;0;47;597;0;0;598;0;73;NA;0;0;9.5;6;3;NA;NA;NA;NA;NA;NA;2.39;2.35;190;184;31.66666667;36.8;0;66.6;NA;0;NA;6;D = 1.33;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;6;NA;6;0;0;NA;NA;NA
134;V23;1;F;SG;Small;2;3;599;86;0;600;0;69;601;0;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.33;3;2;14.89;9;3;NA;NA;NA;NA;NA;NA;2;NA;152;70;50.66666667;35;86;65.5;NA;56.76567657;0.25;12;D = 0.67;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;71.33;9;0.25;12;86;2;1.5;1.5;43
135;V23;1;M;LG;Small;5;6;602;0;37;603;0;72;604;1;0;605;0;58;606;0;0;607;0;0;94.33;3;1;15.2;5;3;0;3;1;0;0;0;1.99;1.99;160;154;26.66666667;30.8;1;33.4;2.906976744;NA;0.375;8;D = 1.33;1;0;72;3;94.33;5;0.375;8;1;1;3;1;1;1;1;73;NA;NA;NA;NA;NA;NA;NA;NA;3;NA
136;V23;1;M;SG;Small;2;3;608;0;2;609;0;2;610;59;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;2;1;20;3;1;0;0;2;0;0;0;2.37;NA;186;159;62;79.5;59;8;88.05970149;NA;0.4;5;D = 0.67;1;12;12;2;73;3;0.4;5;59;1;2;1;0.830985915;0.830985915;71;71;NA;NA;NA;NA;NA;NA;NA;NA;2;NA
137;V23;1;F;SG;Small;2;3;611;0;0;612;0;68;613;0;83;NA;NA;NA;NA;NA;NA;NA;NA;NA;43;1;1;18.63;11;3;NA;NA;NA;NA;NA;NA;2.27;2.28;133;47;44.33333333;23.5;0;75.5;NA;0;0.083333333;12;D = 0.67;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;43;11;0.083333333;12;0;1;1;1;0
138;V23;1;M;LG;Small;5;6;614;0;0;615;0;70;616;0;0;617;0;1;618;0;1;619;0;48;84.33;3;2;14.75;4;2;0;2;0;0;1;0;1.56;NA;145;180;24.16666667;36;0;24;0;NA;0.428571429;7;D = 1.33;0;0;71;3;84.33;4;0.428571429;7;0;2;1.5;0;NA;NA;NA;35.5;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
139;V24;1;F;LG;Large;5;6;620;0;0;621;0;49;622;0;89;623;0;84;624;0;81;625;0;56;NA;0;0;17.5;2;1;NA;NA;NA;NA;NA;NA;2.64;NA;127;123;21.16666667;24.6;0;71.8;NA;0;NA;2;D = 0.52;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2;NA;2;0;0;NA;NA;NA
141;V24;1;F;SG;Large;2;3;629;62;0;630;0;88;631;0;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;117.33;3;2;13.5;2;1;NA;NA;NA;NA;NA;NA;2.02;1.98;76;45;25.33333333;22.5;62;66.5;NA;48.24902724;0.6;5;D = 0.26;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;117.33;2;0.6;5;62;2;1.5;1.5;31
142;V24;1;M;LG;Large;5;6;632;0;0;633;0;52;634;0;0;635;0;75;636;0;84;637;0;55;NA;0;0;15;3;3;0;0;0;0;0;0;2.11;2.08;186;193;31;38.6;0;53.2;0;NA;NA;3;D = 0.52;0;0;0;0;NA;3;NA;3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
143;V24;1;M;LG;Large;5;6;638;0;0;639;0;0;640;0;0;641;0;0;642;0;71;643;0;97;50;2;2;17.5;5;3;0;0;0;0;1;1;2.14;NA;197;224;32.83333333;44.8;0;33.6;0;NA;0.285714286;7;D = 0.52;0;0;168;2;50;5;0.285714286;7;0;2;1;0;NA;NA;NA;84;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
144;V24;1;M;SG;Large;2;3;644;0;90;645;100;0;646;78;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;2;2;11;1;1;0;1;1;0;0;0;1.74;NA;106;83;35.33333333;41.5;178;45;79.8206278;NA;0.666666667;3;D = 0.26;2;0;0;2;87;1;0.666666667;3;178;2;1;1;1;1;89;89;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
145;V25;1;F;LG;Small;5;6;647;0;0;648;0;89;649;0;0;650;0;62;651;0;110;652;0;41;NA;0;0;15.67;3;2;NA;NA;NA;NA;NA;NA;2.12;2.18;141;101;23.5;20.2;0;60.4;NA;0;NA;3;D = 1.33;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;3;NA;3;0;0;NA;NA;NA
146;V25;1;F;LG;Small;5;6;653;6;0;654;0;54;655;0;62;656;0;104;657;0;0;658;0;86;41;2;2;16.67;3;3;NA;NA;NA;NA;NA;NA;1.66;NA;218;191;36.33333333;38.2;6;61.2;NA;8.928571429;0.4;5;D = 1.33;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;41;3;0.4;5;6;2;1;1;3
147;V25;1;M;SG;Small;2;3;659;0;0;660;0;105;661;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.25;4;2;16;11;2;0;1;3;0;0;0;1.88;NA;182;149;60.66666667;74.5;16;52.5;23.35766423;NA;0.266666667;15;D = 0.67;1;0;105;4;60.25;11;0.266666667;15;16;2;2;0.5;1;0.5;16;60.5;NA;NA;NA;NA;NA;NA;NA;NA;2;NA
148;V25;1;M;SG;Small;2;3;662;91;26;663;0;84;664;0;89;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;5;2;25.25;4;2;4;1;0;0;0;0;2.13;NA;183;180;61;90;91;99.5;47.76902887;NA;0.555555556;9;D = 0.67;1;26;110;5;81;4;0.555555556;9;91;2;2.5;0.5;0.777777778;0.388888889;117;100.5;NA;NA;NA;NA;NA;NA;NA;NA;2.5;NA
149;V25;1;M;SG;Small;2;3;665;0;0;666;0;1;667;21;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;2;1;13.6;10;3;0;0;2;0;0;0;2.09;NA;179;147;59.66666667;73.5;21;29.5;41.58415842;NA;0.166666667;12;D = 0.67;1;58;58;2;50;10;0.166666667;12;21;1;2;1;0.265822785;0.265822785;79;79;NA;NA;NA;NA;NA;NA;NA;NA;2;NA
150;V25;1;F;LG;Small;5;6;668;95;0;669;0;82;670;0;92;671;0;85;672;0;0;673;0;71;93.5;2;2;13;5;3;NA;NA;NA;NA;NA;NA;1.98;2;197;134;32.83333333;26.8;95;66;NA;59.00621118;0.285714286;7;D = 1.33;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;93.5;5;0.285714286;7;95;2;1;1;47.5
151;V26;1;F;LG;Large;5;6;674;96;0;675;0;95;676;0;116;678;0;92;679;0;56;680;0;83;52.33;3;3;13.5;4;2;NA;NA;NA;NA;NA;NA;2.35;2.3;120;57;20;11.4;96;88.4;NA;52.06073753;0.428571429;7;D = 0.52;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;52.33;4;0.428571429;7;96;3;1;1;32
152;V26;1;F;SG;Large;2;3;681;0;0;682;0;0;683;0;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;46;1;1;0;0;0;NA;NA;NA;NA;NA;NA;2.04;2;55;15;18.33333333;7.5;0;43.5;NA;0;1;1;D = 0.26;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;46;0;1;1;0;1;1;1;0
153;V26;1;M;SG;Large;2;3;684;0;0;685;13;70;686;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;98.67;3;1;14.63;19;3;0;3;0;0;0;0;2;NA;155;122;51.66666667;61;13;35;27.08333333;NA;0.136363636;22;D = 0.26;1;70;70;3;98.67;19;0.136363636;22;13;1;3;1;0.156626506;0.156626506;83;83;NA;NA;NA;NA;NA;NA;NA;NA;3;NA
154;V26;1;F;LG;Large;5;6;687;0;0;688;0;60;689;0;56;690;0;0;691;0;59;692;0;50;NA;0;0;12;10;5;NA;NA;NA;NA;NA;NA;2.13;2.12;181;118;30.16666667;23.6;0;45;NA;0;NA;10;D = 0.52;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;10;NA;10;0;0;NA;NA;NA
155;V26;1;M;LG;Large;5;6;693;0;50;694;0;0;695;0;0;696;0;0;697;0;0;698;25;27;41;1;1;20;4;3;0;1;0;0;0;1;2.21;NA;124;129;20.66666667;25.8;25;15.4;61.88118812;NA;0.2;5;D = 0.52;1;27;27;1;41;4;0.2;5;25;1;1;1;0.480769231;0.480769231;52;52;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
156;V26;1;M;SG;Large;2;3;699;18;17;700;0;79;701;70;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;131;4;2;17.2;5;2;3;0;1;0;0;0;1.56;NA;61;47;20.33333333;23.5;88;48;64.70588235;NA;0.444444444;9;D = 0.26;2;17;17;4;131;5;0.444444444;9;88;2;2;1;0.838095238;0.838095238;52.5;52.5;NA;NA;NA;NA;NA;NA;NA;NA;2;NA
157;V27;1;M;SG;Small;2;3;702;0;0;703;0;0;704;65;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;2;2;18.33;9;3;1;0;1;0;0;0;2.05;NA;140;126;46.66666667;63;65;15;81.25;NA;0.181818182;11;D = 0.67;1;30;30;2;58;9;0.181818182;11;65;2;1;0.5;0.684210526;0.342105263;95;47.5;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
158;V27;1;F;SG;Small;2;3;705;105;0;706;0;77;707;0;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;93;1;1;11.5;2;2;NA;NA;NA;NA;NA;NA;2.06;2.05;101;63;33.66666667;31.5;105;84.5;NA;55.40897098;0.333333333;3;D = 0.67;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;93;2;0.333333333;3;105;1;1;1;105
159;V27;1;F;LG;Small;5;6;708;56;0;709;0;90;710;0;76;711;0;41;712;0;83;713;0;80;56.2;5;4;18.25;4;3;NA;NA;NA;NA;NA;NA;2.35;2.31;191;164;31.83333333;32.8;56;74;NA;43.07692308;0.555555556;9;D = 1.33;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;56.2;4;0.555555556;9;56;4;1.25;1.25;14
163;V28;1;F;SG;Large;2;3;729;98;0;730;0;0;731;0;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;155.67;6;3;13.5;2;2;NA;NA;NA;NA;NA;NA;2.15;2.2;33;7;11;3.5;98;48;NA;67.12328767;0.75;8;D = 0.26;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;155.67;2;0.75;8;98;3;2;2;32.66666667
164;V28;1;F;SG;Large;2;3;732;0;0;733;0;103;734;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;1;1;26.25;4;2;NA;NA;NA;NA;NA;NA;2.13;2.11;76;26;25.33333333;13;0;101.5;NA;0;0.2;5;D = 0.26;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;41;4;0.2;5;0;1;1;1;0
165;V28;1;M;LG;Large;5;6;738;0;78;739;0;0;740;0;0;741;0;81;742;0;0;743;43;47;71.67;3;3;16.5;12;5;0;0;1;0;1;1;2.03;2.04;167;123;27.83333333;24.6;43;41.2;51.06888361;NA;0.2;15;D = 0.52;1;47;47;3;71.67;12;0.2;15;43;3;1;0.333333333;0.477777778;0.159259259;90;30;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
166;V28;1;M;LG;Large;5;6;744;0;60;745;0;60;746;90;0;747;0;0;748;0;63;749;0;0;70;1;1;16.57;7;3;0;0;1;0;0;0;2.34;2.32;73;107;12.16666667;21.4;90;36.6;71.09004739;NA;0.125;8;D = 0.52;1;0;0;1;70;7;0.125;8;90;1;1;1;1;1;90;90;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
167;V28;1;M;SG;Large;2;3;750;20;31;751;0;0;752;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;70.4;5;2;23.14;7;2;2;0;3;0;0;0;1.92;NA;57;43;19;21.5;20;15.5;56.33802817;NA;0.416666667;12;D = 0.26;1;31;31;5;70.4;7;0.416666667;12;20;2;2.5;0.5;0.392156863;0.196078431;51;25.5;NA;NA;NA;NA;NA;NA;NA;NA;2.5;NA
169;V29;2;M;LG;Large;5;6;756;0;0;757;0;0;758;0;0;759;0;0;760;0;82;761;0;60;NA;0;0;6;2;1;0;0;0;0;0;0;1.8;NA;43;78;7.166666667;15.6;0;28.4;0;NA;NA;2;D = 0.52;0;0;0;0;NA;2;NA;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
170;V29;2;M;LG;Large;5;6;762;0;50;763;0;0;764;0;0;765;4;22;766;0;101;767;112;0;79.5;2;2;21.33;3;3;0;0;0;1;1;1;2.25;NA;158;102;26.33333333;20.4;116;34.6;77.0252324;NA;0.4;5;D = 0.52;2;22;123;2;79.5;3;0.4;5;116;2;1;1;0.84057971;0.84057971;69;119.5;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
171;V29;2;F;SG;Large;2;3;768;104;0;769;0;89;770;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77.67;6;2;16.34;8;1;NA;NA;NA;NA;NA;NA;2.54;NA;39;18;13;9;104;44.5;NA;70.03367003;0.428571429;14;D = 0.26;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;77.67;8;0.428571429;14;104;2;3;3;52
172;V29;2;M;SG;Large;2;3;771;0;89;772;0;0;773;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;95.33;3;2;14.75;4;3;1;0;2;0;0;0;1.89;1.87;42;22;14;11;0;44.5;0;NA;0.428571429;7;D = 0.26;0;0;89;3;95.33;4;0.428571429;7;0;2;1.5;0;NA;NA;NA;44.5;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
173;V29;2;F;SG;Large;2;3;774;42;0;775;0;65;776;0;105;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;3;2;24.4;5;2;NA;NA;NA;NA;NA;NA;1.83;NA;38;21;12.66666667;10.5;42;85;NA;33.07086614;0.375;8;D = 0.26;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;77;5;0.375;8;42;2;1.5;1.5;21
173;V29;2;F;SG;Large;2;3;774;42;0;775;0;65;776;0;105;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;3;2;24.4;5;2;NA;NA;NA;NA;NA;NA;2.63;NA;38;21;12.66666667;10.5;42;85;NA;33.07086614;0.375;8;D = 0.26;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;77;5;0.375;8;42;2;1.5;1.5;21
174;V29;2;F;LG;Large;5;6;777;0;0;778;0;65;779;0;67;780;0;108;781;0;90;782;0;44;53;2;2;16;7;2;NA;NA;NA;NA;NA;NA;2.03;NA;81;97;13.5;19.4;0;74.8;NA;0;0.222222222;9;D = 0.52;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;53;7;0.222222222;9;0;2;1;1;0
175;V30;2;F;SG;Small;2;3;783;90;0;784;0;115;785;0;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;3;1;17.17;6;2;NA;NA;NA;NA;NA;NA;2.58;NA;83;38;27.66666667;19;90;92;NA;49.45054945;0.333333333;9;D = 0.67;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;55;6;0.333333333;9;90;1;3;3;90
176;V30;2;M;LG;Small;5;6;786;0;39;787;36;56;787;36;56;789;0;95;790;0;0;791;0;0;62.25;4;3;18.67;6;3;0;2;1;0;1;1;1.82;NA;59;87;9.833333333;17.4;72;49.2;59.40594059;NA;0.4;10;D = 1.33;2;112;112;4;62.25;6;0.4;10;72;3;1.333333333;0.666666667;0.391304348;0.260869565;92;61.33333333;NA;NA;NA;NA;NA;NA;NA;NA;1.333333333;NA
177;V30;2;F;LG;Small;5;6;792;119;0;793;0;78;794;0;2;795;0;96;796;0;105;797;0;89;81.67;6;5;13.2;5;4;NA;NA;NA;NA;NA;NA;2.35;NA;50;53;8.333333333;10.6;119;74;NA;61.65803109;0.545454545;11;D = 1.33;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;81.67;5;0.545454545;11;119;5;1.2;1.2;23.8
179;V30;2;F;LG;Small;5;6;801;82;0;802;0;84;803;0;90;804;0;72;805;0;100;806;0;79;83.5;4;3;9;3;3;NA;NA;NA;NA;NA;NA;1.82;NA;59;49;9.833333333;9.8;82;85;NA;49.10179641;0.571428571;7;D = 1.33;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;83.5;3;0.571428571;7;82;3;1.333333333;1.333333333;27.33333333
181;V31;2;M;LG;Small;5;6;810;0;0;811;11;15;812;0;0;813;0;0;814;0;40;815;97;0;68;3;2;17;6;3;0;1;0;2;0;1;2.09;NA;68;59;11.33333333;11.8;108;11;90.75630252;NA;0.333333333;9;D = 1.33;2;15;15;3;68;6;0.333333333;9;108;2;1.5;1;0.87804878;0.87804878;61.5;61.5;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
182;V31;2;M;LG;Small;5;6;816;0;0;817;0;0;818;0;0;819;42;24;820;0;84;821;0;93;156;1;1;14.63;8;3;0;0;0;1;0;0;2.07;2.08;105;93;17.5;18.6;42;40.2;51.09489051;NA;0.111111111;9;D = 1.33;1;24;24;1;156;8;0.111111111;9;42;1;1;1;0.636363636;0.636363636;66;66;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
183;V31;2;F;SG;Small;2;3;822;49;0;823;0;78;824;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40.67;3;1;15.44;9;2;NA;NA;NA;NA;NA;NA;2.51;2.48;70;32;23.33333333;16;49;39;NA;55.68181818;0.25;12;D = 0.67;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;40.67;9;0.25;12;49;1;3;3;49
185;V31;2;M;LG;Small;5;6;828;0;60;829;0;114;830;109;0;831;0;0;832;0;13;833;0;0;53.5;2;2;10.4;5;3;0;0;1;1;0;0;2.04;2.06;113;121;18.83333333;24.2;109;37.4;74.45355191;NA;0.285714286;7;D = 1.33;1;0;0;2;53.5;5;0.285714286;7;109;2;1;0.5;1;0.5;109;54.5;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
186;V31;2;F;SG;Small;2;3;834;25;0;835;0;98;836;0;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;65.67;3;2;0;0;0;NA;NA;NA;NA;NA;NA;2.17;NA;82;45;27.33333333;22.5;25;94.5;NA;20.92050209;1;3;D = 0.67;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;65.67;0;1;3;25;2;1.5;1.5;12.5
188;V32;2;F;SG;Large;2;3;840;0;0;841;0;61;842;0;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;127.14;7;3;27;3;1;NA;NA;NA;NA;NA;NA;2.26;NA;38;10;12.66666667;5;0;55;NA;0;0.7;10;D = 0.26;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;127.14;3;0.7;10;0;3;2.333333333;2.333333333;0
189;V32;2;M;LG;Large;5;6;843;0;0;844;0;0;845;0;0;846;0;24;847;0;0;848;0;0;59.5;6;4;35;2;2;1;0;2;2;0;0;1.75;NA;57;58;9.5;11.6;0;4.8;0;NA;0.75;8;D = 0.52;0;0;24;6;59.5;2;0.75;8;0;4;1.5;0;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
190;V32;2;F;SG;Large;2;3;849;94;0;850;0;53;851;0;81;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;1;1;23.4;10;3;NA;NA;NA;NA;NA;NA;2.07;NA;72;24;24;12;94;67;NA;58.38509317;0.090909091;11;D = 0.26;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;56;10;0.090909091;11;94;1;1;1;94
191;V32;2;M;LG;Large;5;6;852;0;2;853;73;0;854;75;0;855;0;0;856;0;42;857;0;2;70.43;7;5;15.14;7;4;1;1;3;1;0;1;2.13;NA;79;58;13.16666667;11.6;148;9.2;94.1475827;NA;0.5;14;D = 0.52;2;0;4;7;70.43;7;0.5;14;148;5;1.4;0.4;1;0.4;74;30.4;NA;NA;NA;NA;NA;NA;NA;NA;1.4;NA
192;V32;2;M;LG;Large;5;6;858;0;56;859;0;0;860;0;101;861;0;0;862;0;52;863;0;110;87;3;2;9.75;4;3;0;0;0;0;1;2;2.08;NA;54;73;9;14.6;0;63.8;0;NA;0.428571429;7;D = 0.52;0;0;162;3;87;4;0.428571429;7;0;2;1.5;0;NA;NA;NA;81;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
193;V33;2;M;LG;Small;5;6;864;0;0;865;0;0;866;0;47;867;0;0;868;0;0;869;0;7;84.75;4;2;17;5;3;2;0;2;0;0;0;1.78;1.79;62;81;10.33333333;16.2;0;10.8;0;NA;0.444444444;9;D = 1.33;0;0;47;4;84.75;5;0.444444444;9;0;2;2;0;NA;NA;NA;23.5;NA;NA;NA;NA;NA;NA;NA;NA;2;NA
194;V33;2;M;SG;Small;2;3;870;22;9;871;0;0;872;101;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68.75;4;2;9;1;1;2;0;2;0;0;0;2.09;2.08;60;77;20;38.5;123;4.5;96.47058824;NA;0.8;5;D = 0.67;2;9;9;4;68.75;1;0.8;5;123;2;2;1;0.931818182;0.931818182;66;66;NA;NA;NA;NA;NA;NA;NA;NA;2;NA
195;V33;2;F;SG;Small;2;3;873;0;0;874;0;98;875;0;89;NA;NA;NA;NA;NA;NA;NA;NA;NA;91.5;2;2;22.8;5;2;NA;NA;NA;NA;NA;NA;2;2.02;52;31;17.33333333;15.5;0;93.5;NA;0;0.285714286;7;D = 0.67;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;91.5;5;0.285714286;7;0;2;1;1;0
196;V33;2;F;SG;Small;2;3;876;20;0;877;0;95;878;0;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;93.3;10;3;23.14;7;2;NA;NA;NA;NA;NA;NA;1.78;NA;57;25;19;12.5;20;76.5;NA;20.7253886;0.588235294;17;D = 0.67;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;93.3;7;0.588235294;17;20;3;3.333333333;3.333333333;6.666666667
197;V33;2;M;LG;Small;5;6;879;0;0;880;63;0;881;29;54;882;0;127;883;0;62;884;0;88;119.2;5;4;16.89;9;5;0;1;1;2;0;1;1.79;1.79;88;94;14.66666667;18.8;92;66.2;58.15423515;NA;0.357142857;14;D = 1.33;2;54;269;5;119.2;9;0.357142857;14;92;4;1.25;0.5;0.630136986;0.315068493;73;90.25;NA;NA;NA;NA;NA;NA;NA;NA;1.25;NA
199;V34;2;M;SG;Large;2;3;891;0;0;892;0;60;893;0;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;66;4;2;24.86;7;2;2;0;2;0;0;0;1.68;1.69;43;50;14.33333333;25;0;72.5;0;NA;0.363636364;11;D = 0.26;0;0;85;4;66;7;0.363636364;11;0;2;2;0;NA;NA;NA;42.5;NA;NA;NA;NA;NA;NA;NA;NA;2;NA
200;V34;2;F;LG;Large;5;6;894;80;0;895;0;104;896;0;71;897;0;56;898;0;33;899;0;107;43;1;1;15;7;3;NA;NA;NA;NA;NA;NA;2.03;NA;83;47;13.83333333;9.4;80;74.2;NA;51.88067445;0.125;8;D = 0.52;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;43;7;0.125;8;80;1;1;1;80
201;V34;2;M;LG;Large;5;6;900;0;39;901;103;0;902;0;0;903;0;0;904;0;0;905;0;85;55;1;1;18.25;8;4;0;1;0;0;0;0;2.06;2.03;121;126;20.16666667;25.2;103;24.8;80.59467919;NA;0.111111111;9;D = 0.52;1;0;0;1;55;8;0.111111111;9;103;1;1;1;1;1;103;103;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
202;V34;2;M;SG;Large;2;3;906;0;93;907;54;0;908;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;46.67;3;2;14;11;2;1;2;0;0;0;0;1.78;NA;85;60;28.33333333;30;54;46.5;53.73134328;NA;0.214285714;14;D = 0.26;1;0;93;3;46.67;11;0.214285714;14;54;2;1.5;0.5;1;0.5;54;73.5;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
203;V34;2;F;SG;Large;2;3;909;0;0;910;0;111;911;0;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;2;2;17.75;8;2;NA;NA;NA;NA;NA;NA;2.62;2.61;84;54;28;27;0;111.5;NA;0;0.2;10;D = 0.26;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;120;8;0.2;10;0;2;1;1;0
259;V44;2;F;LG;Large;5;6;1158;64;0;1159;0;0;1160;0;126;1161;0;92;1162;0;111;1163;0;90;63;4;3;14.4;5;5;NA;NA;NA;NA;NA;NA;2.5;NA;81;52;13.5;10.4;64;83.8;NA;43.30175913;0.444444444;9;D = 0.52;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;63;5;0.444444444;9;64;3;1.333333333;1.333333333;21.33333333
